var_i,var_j,p_i_to_j,p_j_to_i,class_i_to_j,class_j_to_i,pair_relation
daily_life_balance,social_concealment,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,social_connection,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,social_interaction_impact,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,social_isolation,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,stability,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,stress,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,struggle_to_find_peace,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,struggle_with_contentment,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,struggle_with_peace,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,struggle_with_purpose,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,survival_mode,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,survival_pattern,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,task_focus,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,temperament,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,therapeutic_activity,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,time_demands,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,time_management,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,trauma,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,travel,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,trust_issues,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,uncertainty,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,unhealthy_coping,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,unpredictable_outbursts,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,unrealistic_expectations,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,unsafe_environment,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,unstable_emotional_state,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,upbringing_influence_on_mood,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,vivid_memories,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,void_left_by_childhood,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,volatility,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,vulnerability,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,work_family_obligations,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,work_performance,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,workplace_friction,0.000000,0.000000,low,low,no_supported_connection
daily_life_balance,yoga_practice,0.000000,0.000000,low,low,no_supported_connection
daily_routine,defensiveness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,demands,0.000000,0.000000,low,low,no_supported_connection
daily_routine,demands_persistence,0.000000,0.000000,low,low,no_supported_connection
daily_routine,depression,0.000000,0.000000,low,low,no_supported_connection
daily_routine,desire_for_safety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,desire_to_engage,0.000000,0.000000,low,low,no_supported_connection
daily_routine,dietary_changes,0.000000,0.000000,low,low,no_supported_connection
daily_routine,difficulty_functioning,0.000000,0.000000,low,low,no_supported_connection
daily_routine,difficulty_pivoting_attention,0.000000,0.000000,low,low,no_supported_connection
daily_routine,difficulty_self_regulation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,disconnection_from_past_self,0.000000,0.000000,low,low,no_supported_connection
daily_routine,disconnection_from_world,0.000000,0.000000,low,low,no_supported_connection
daily_routine,distraction,0.000000,0.000000,low,low,no_supported_connection
daily_routine,eating_habits,0.000000,0.000000,low,low,no_supported_connection
daily_routine,embarrassment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_bracing,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_breakdown,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_capacity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_carryover,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_cycle,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_disconnection,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_distress,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_dysregulation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_emptiness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_energy,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_exhaustion,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_guardedness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_heaviness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_insecurity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_instability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_intensity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_management,0.001339,0.001661,low,low,no_supported_connection
daily_routine,emotional_overwhelm,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_persistence,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_protection,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_reactivity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_recovery,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_resilience,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_safety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_scarring,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_shutdown,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_stability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_struggle,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_suppression,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_tension,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_triggers,0.000000,0.000000,low,low,no_supported_connection
daily_routine,emotional_unsettledness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,energy_depletion,0.000000,0.000000,low,low,no_supported_connection
daily_routine,energy_expenditure,0.000000,0.000000,low,low,no_supported_connection
daily_routine,energy_level,0.000000,0.000000,low,low,no_supported_connection
daily_routine,engagement_effort_aversion,0.000000,0.000000,low,low,no_supported_connection
daily_routine,engagement_in_hobbies,0.000000,0.000000,low,low,no_supported_connection
daily_routine,engagement_with_world,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_change,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_disruption,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_instability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_safety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_scanning,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_stress,0.000000,0.000000,low,low,no_supported_connection
daily_routine,environmental_unsafety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,exercise_routine,0.000000,0.000000,low,low,no_supported_connection
daily_routine,exhaustion,0.000000,0.000000,low,low,no_supported_connection
daily_routine,external_demands,0.000000,0.000000,low,low,no_supported_connection
daily_routine,external_pressure,0.000000,0.000000,low,low,no_supported_connection
daily_routine,family_support,0.000000,0.000000,low,low,no_supported_connection
daily_routine,fear,0.000000,0.000000,low,low,no_supported_connection
daily_routine,fear_of_abandonment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,fear_of_chaos,0.000000,0.000000,low,low,no_supported_connection
daily_routine,fear_of_failure,0.000000,0.000000,low,low,no_supported_connection
daily_routine,fear_of_triggering_others,0.000000,0.000000,low,low,no_supported_connection
daily_routine,fear_of_vulnerability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,feeling_trapped,0.000000,0.000000,low,low,no_supported_connection
daily_routine,feeling_unsafe,0.000000,0.000000,low,low,no_supported_connection
daily_routine,feeling_unsupported,0.000000,0.000000,low,low,no_supported_connection
daily_routine,financial_stress,0.000000,0.000000,low,low,no_supported_connection
daily_routine,focus,0.000000,0.000000,low,low,no_supported_connection
daily_routine,functional_impairment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,gardening_hobby,0.000000,0.000000,low,low,no_supported_connection
daily_routine,geographic_location,0.000000,0.000000,low,low,no_supported_connection
daily_routine,geographic_relocation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,health_consciousness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,high_alert_state,0.000000,0.000000,low,low,no_supported_connection
daily_routine,home_environmental_stress,0.000000,0.000000,low,low,no_supported_connection
daily_routine,hopelessness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,impulsivity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,independent_living,0.000000,0.000000,low,low,no_supported_connection
daily_routine,insecurity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,instability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,instability_in_early_years,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_alarm_management,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_conflict,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_instability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_map,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_momentum,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_noise,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_restlessness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internal_strain,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internalized_negativity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,internalized_threat_response,0.000000,0.000000,low,low,no_supported_connection
daily_routine,intrusive_thoughts,0.000000,0.000000,low,low,no_supported_connection
daily_routine,lack_of_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,lack_of_peace,0.000000,0.000000,low,low,no_supported_connection
daily_routine,lack_of_purpose,0.000000,0.000000,low,low,no_supported_connection
daily_routine,lack_of_safety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,life_changes,0.000000,0.000000,low,low,no_supported_connection
daily_routine,life_demand_balance,0.000000,0.000000,low,low,no_supported_connection
daily_routine,life_demands,0.000000,0.000000,low,low,no_supported_connection
daily_routine,life_stress,0.000000,0.000000,low,low,no_supported_connection
daily_routine,living_situation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loneliness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loss_of_balance,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loss_of_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loss_of_drive,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loss_of_emotional_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loss_of_energy,0.000000,0.000000,low,low,no_supported_connection
daily_routine,loss_of_interest,0.000000,0.000000,low,low,no_supported_connection
daily_routine,low_energy,0.000000,0.000000,low,low,no_supported_connection
daily_routine,marital_tension,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_demands,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_distraction,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_focus,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_load,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_looping,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_preoccupation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_rehearsal,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_repetition,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_rumination,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_struggle,0.000000,0.000000,low,low,no_supported_connection
daily_routine,mental_volatility,0.000000,0.000000,low,low,no_supported_connection
daily_routine,need_for_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,need_for_safety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,need_for_security,0.000000,0.000000,low,low,no_supported_connection
daily_routine,negative_interactions,0.000000,0.000000,low,low,no_supported_connection
daily_routine,negative_outlook_on_future,0.000000,0.000000,low,low,no_supported_connection
daily_routine,negative_thought_patterns,0.000000,0.000000,low,low,no_supported_connection
daily_routine,new_environment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,obligation_overload,0.000000,0.000000,low,low,no_supported_connection
daily_routine,obligations,0.000000,0.000000,low,low,no_supported_connection
daily_routine,obsessive_behavior,0.000000,0.000000,low,low,no_supported_connection
daily_routine,obsessive_thinking,0.000000,0.000000,low,low,no_supported_connection
daily_routine,occupation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,operating_capacity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,painting,0.000000,0.000000,low,low,no_supported_connection
daily_routine,painting_miniatures,0.000000,0.000000,low,low,no_supported_connection
daily_routine,parental_volatility,0.000000,0.000000,low,low,no_supported_connection
daily_routine,past_shaping_present,0.000000,0.000000,low,low,no_supported_connection
daily_routine,past_trauma,0.000000,0.000000,low,low,no_supported_connection
daily_routine,patterned_behavior,0.000000,0.000000,low,low,no_supported_connection
daily_routine,peace,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perceived_current_environment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perceived_failure,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perceived_lack_of_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perceived_progress_towards_goals,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perception_of_world,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perfectionism,0.000000,0.000000,low,low,no_supported_connection
daily_routine,permanent_tension,0.000000,0.000000,low,low,no_supported_connection
daily_routine,perpetual_strain,0.000000,0.000000,low,low,no_supported_connection
daily_routine,persistence,0.000000,0.000000,low,low,no_supported_connection
daily_routine,persistent_anxiety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,persistent_sense_of_instability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,persistent_weight,0.000000,0.000000,low,low,no_supported_connection
daily_routine,pessimistic_expectations,0.000000,0.000000,low,low,no_supported_connection
daily_routine,physical_health,0.000000,0.000000,low,low,no_supported_connection
daily_routine,physical_sensation_of_anxiety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,physical_symptoms,0.000000,0.000000,low,low,no_supported_connection
daily_routine,planning_ineffectiveness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,poor_social_connections,0.000000,0.000000,low,low,no_supported_connection
daily_routine,poor_work_life_balance,0.000000,0.000000,low,low,no_supported_connection
daily_routine,pottery_hobby,0.000000,0.000000,low,low,no_supported_connection
daily_routine,powerlessness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,preference_for_alone_time,0.000000,0.000000,low,low,no_supported_connection
daily_routine,preoccupation_with_past,0.000000,0.000000,low,low,no_supported_connection
daily_routine,pressure_handling_difficulty,0.000000,0.000000,low,low,no_supported_connection
daily_routine,pressure_sensitivity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,productivity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,projected_calm,0.000000,0.000000,low,low,no_supported_connection
daily_routine,reactive_behavior,0.000000,0.000000,low,low,no_supported_connection
daily_routine,reflective_thinking,0.000000,0.000000,low,low,no_supported_connection
daily_routine,regret,0.000000,0.000000,low,low,no_supported_connection
daily_routine,relationship_stress,0.000000,0.000000,low,low,no_supported_connection
daily_routine,relaxation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,relaxation_ability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,relaxation_difficulty,0.000000,0.000000,low,low,no_supported_connection
daily_routine,residential_location,0.000000,0.000000,low,low,no_supported_connection
daily_routine,responsibility,0.000000,0.000000,low,low,no_supported_connection
daily_routine,restlessness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,rigid_control,0.000000,0.000000,low,low,no_supported_connection
daily_routine,role_playing,0.000000,0.000000,low,low,no_supported_connection
daily_routine,sadness,0.000000,0.000000,low,low,no_supported_connection
daily_routine,safety_perspective,0.000000,0.000000,low,low,no_supported_connection
daily_routine,schedule_management,0.000000,0.000000,low,low,no_supported_connection
daily_routine,security,0.000000,0.000000,low,low,no_supported_connection
daily_routine,security_concerns,0.000000,0.000000,low,low,no_supported_connection
daily_routine,security_insecurity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,security_need,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_care,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_care_activity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_care_effort,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_care_efforts,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_control_difficulty,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_criticism,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_distancing,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_distraction,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_focus,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_identification_with_past_patterns,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_management,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_perceived_failure,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_protection,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_protection_patterns,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_recognition,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_reconciliation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_reflection,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_reliance,0.000000,0.000000,low,low,no_supported_connection
daily_routine,self_sabotaging_behavior,0.000000,0.000000,low,low,no_supported_connection
daily_routine,sense_of_security,0.000000,0.000000,low,low,no_supported_connection
daily_routine,sleep_deprivation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,sleep_disturbance,0.000000,0.000000,low,low,no_supported_connection
daily_routine,sleep_quality,0.000000,0.000000,low,low,no_supported_connection
daily_routine,social_anxiety,0.000000,0.000000,low,low,no_supported_connection
daily_routine,social_commitment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,social_concealment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,social_connection,0.000000,0.000000,low,low,no_supported_connection
daily_routine,social_interaction_impact,0.000000,0.000000,low,low,no_supported_connection
daily_routine,social_isolation,0.000000,0.000000,low,low,no_supported_connection
daily_routine,stability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,stress,0.000713,0.000080,low,low,no_supported_connection
daily_routine,struggle_to_find_peace,0.000000,0.000000,low,low,no_supported_connection
daily_routine,struggle_with_contentment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,struggle_with_peace,0.000000,0.000000,low,low,no_supported_connection
daily_routine,struggle_with_purpose,0.000000,0.000000,low,low,no_supported_connection
daily_routine,survival_mode,0.000000,0.000000,low,low,no_supported_connection
daily_routine,survival_pattern,0.000000,0.000000,low,low,no_supported_connection
daily_routine,task_focus,0.000000,0.000000,low,low,no_supported_connection
daily_routine,temperament,0.000000,0.000000,low,low,no_supported_connection
daily_routine,therapeutic_activity,0.000000,0.000000,low,low,no_supported_connection
daily_routine,time_demands,0.000000,0.000000,low,low,no_supported_connection
daily_routine,time_management,0.000000,0.000000,low,low,no_supported_connection
daily_routine,trauma,0.000000,0.000000,low,low,no_supported_connection
daily_routine,travel,0.000000,0.000000,low,low,no_supported_connection
daily_routine,trust_issues,0.000000,0.000000,low,low,no_supported_connection
daily_routine,uncertainty,0.000000,0.000000,low,low,no_supported_connection
daily_routine,unhealthy_coping,0.000000,0.000000,low,low,no_supported_connection
daily_routine,unpredictable_outbursts,0.000000,0.000000,low,low,no_supported_connection
daily_routine,unrealistic_expectations,0.000000,0.000000,low,low,no_supported_connection
daily_routine,unsafe_environment,0.000000,0.000000,low,low,no_supported_connection
daily_routine,unstable_emotional_state,0.000000,0.000000,low,low,no_supported_connection
daily_routine,upbringing_influence_on_mood,0.000000,0.000000,low,low,no_supported_connection
daily_routine,vivid_memories,0.000000,0.000000,low,low,no_supported_connection
daily_routine,void_left_by_childhood,0.000000,0.000000,low,low,no_supported_connection
daily_routine,volatility,0.000000,0.000000,low,low,no_supported_connection
daily_routine,vulnerability,0.000000,0.000000,low,low,no_supported_connection
daily_routine,work_family_obligations,0.000000,0.000000,low,low,no_supported_connection
daily_routine,work_performance,0.000000,0.000000,low,low,no_supported_connection
daily_routine,workplace_friction,0.000000,0.000000,low,low,no_supported_connection
daily_routine,yoga_practice,0.000000,0.000000,low,low,no_supported_connection
defensiveness,demands,0.000000,0.000000,low,low,no_supported_connection
defensiveness,demands_persistence,0.000000,0.000000,low,low,no_supported_connection
defensiveness,depression,0.000000,0.000000,low,low,no_supported_connection
defensiveness,desire_for_safety,0.000000,0.000000,low,low,no_supported_connection
defensiveness,desire_to_engage,0.000000,0.000000,low,low,no_supported_connection
defensiveness,dietary_changes,0.000000,0.000000,low,low,no_supported_connection
defensiveness,difficulty_functioning,0.000000,0.000000,low,low,no_supported_connection
defensiveness,difficulty_pivoting_attention,0.000000,0.000000,low,low,no_supported_connection
defensiveness,difficulty_self_regulation,0.000000,0.000000,low,low,no_supported_connection
defensiveness,disconnection_from_past_self,0.000000,0.000000,low,low,no_supported_connection
defensiveness,disconnection_from_world,0.000000,0.000000,low,low,no_supported_connection
defensiveness,distraction,0.000000,0.000000,low,low,no_supported_connection
defensiveness,eating_habits,0.000000,0.000000,low,low,no_supported_connection
defensiveness,embarrassment,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_bracing,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_breakdown,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_capacity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_carryover,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_cycle,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_disconnection,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_distress,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_dysregulation,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_emptiness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_energy,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_exhaustion,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_guardedness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_heaviness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_insecurity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_instability,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_intensity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_management,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_overwhelm,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_persistence,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_protection,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_reactivity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_recovery,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_resilience,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_safety,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_scarring,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_shutdown,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_stability,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_struggle,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_suppression,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_tension,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_triggers,0.000000,0.000000,low,low,no_supported_connection
defensiveness,emotional_unsettledness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,energy_depletion,0.000000,0.000000,low,low,no_supported_connection
defensiveness,energy_expenditure,0.000000,0.000000,low,low,no_supported_connection
defensiveness,energy_level,0.000000,0.000000,low,low,no_supported_connection
defensiveness,engagement_effort_aversion,0.000000,0.000000,low,low,no_supported_connection
defensiveness,engagement_in_hobbies,0.000000,0.000000,low,low,no_supported_connection
defensiveness,engagement_with_world,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_change,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_control,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_disruption,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_instability,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_safety,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_scanning,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_stress,0.000000,0.000000,low,low,no_supported_connection
defensiveness,environmental_unsafety,0.000000,0.000000,low,low,no_supported_connection
defensiveness,exercise_routine,0.000000,0.000000,low,low,no_supported_connection
defensiveness,exhaustion,0.000000,0.000000,low,low,no_supported_connection
defensiveness,external_demands,0.000000,0.000000,low,low,no_supported_connection
defensiveness,external_pressure,0.000000,0.000000,low,low,no_supported_connection
defensiveness,family_support,0.000000,0.000000,low,low,no_supported_connection
defensiveness,fear,0.000000,0.000000,low,low,no_supported_connection
defensiveness,fear_of_abandonment,0.000000,0.000000,low,low,no_supported_connection
defensiveness,fear_of_chaos,0.000000,0.000000,low,low,no_supported_connection
defensiveness,fear_of_failure,0.000000,0.000000,low,low,no_supported_connection
defensiveness,fear_of_triggering_others,0.000000,0.000000,low,low,no_supported_connection
defensiveness,fear_of_vulnerability,0.000000,0.000000,low,low,no_supported_connection
defensiveness,feeling_trapped,0.000000,0.000000,low,low,no_supported_connection
defensiveness,feeling_unsafe,0.000000,0.000000,low,low,no_supported_connection
defensiveness,feeling_unsupported,0.000000,0.000000,low,low,no_supported_connection
defensiveness,financial_stress,0.000000,0.000000,low,low,no_supported_connection
defensiveness,focus,0.000000,0.000000,low,low,no_supported_connection
defensiveness,functional_impairment,0.000000,0.000000,low,low,no_supported_connection
defensiveness,gardening_hobby,0.000000,0.000000,low,low,no_supported_connection
defensiveness,geographic_location,0.000000,0.000000,low,low,no_supported_connection
defensiveness,geographic_relocation,0.000000,0.000000,low,low,no_supported_connection
defensiveness,health_consciousness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,high_alert_state,0.000000,0.000177,low,low,no_supported_connection
defensiveness,home_environmental_stress,0.000000,0.000000,low,low,no_supported_connection
defensiveness,hopelessness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,impulsivity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,independent_living,0.000000,0.000000,low,low,no_supported_connection
defensiveness,insecurity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,instability,0.000000,0.000000,low,low,no_supported_connection
defensiveness,instability_in_early_years,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_alarm_management,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_conflict,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_instability,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_map,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_momentum,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_noise,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_restlessness,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internal_strain,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internalized_negativity,0.000000,0.000000,low,low,no_supported_connection
defensiveness,internalized_threat_response,0.000000,0.000000,low,low,no_supported_connection
defensiveness,intrusive_thoughts,0.000000,0.000000,low,low,no_supported_connection
defensiveness,lack_of_control,0.000000,0.000000,low,low,no_supported_connection
