source,target,p_edge,edge_class
environmental_instability,self_care,0.000000,low
environmental_instability,self_care_activity,0.000000,low
environmental_instability,self_care_effort,0.000000,low
environmental_instability,self_care_efforts,0.000000,low
environmental_instability,self_control_difficulty,0.000000,low
environmental_instability,self_criticism,0.000000,low
environmental_instability,self_distancing,0.000000,low
environmental_instability,self_distraction,0.000000,low
environmental_instability,self_focus,0.000000,low
environmental_instability,self_identification_with_past_patterns,0.000000,low
environmental_instability,self_management,0.000000,low
environmental_instability,self_perceived_failure,0.000000,low
environmental_instability,self_protection,0.000715,low
environmental_instability,self_protection_patterns,0.000002,low
environmental_instability,self_recognition,0.000000,low
environmental_instability,self_reconciliation,0.000000,low
environmental_instability,self_reflection,0.000000,low
environmental_instability,self_reliance,0.000000,low
environmental_instability,self_sabotaging_behavior,0.000000,low
environmental_instability,sense_of_security,0.000000,low
environmental_instability,sleep_deprivation,0.000000,low
environmental_instability,sleep_disturbance,0.000000,low
environmental_instability,sleep_quality,0.000000,low
environmental_instability,social_anxiety,0.000000,low
environmental_instability,social_commitment,0.000000,low
environmental_instability,social_concealment,0.000000,low
environmental_instability,social_connection,0.000000,low
environmental_instability,social_interaction_impact,0.000000,low
environmental_instability,social_isolation,0.000000,low
environmental_instability,stability,0.000000,low
environmental_instability,stress,0.000715,low
environmental_instability,struggle_to_find_peace,0.000000,low
environmental_instability,struggle_with_contentment,0.000000,low
environmental_instability,struggle_with_peace,0.000000,low
environmental_instability,struggle_with_purpose,0.000000,low
environmental_instability,survival_mode,0.000001,low
environmental_instability,survival_pattern,0.000000,low
environmental_instability,task_focus,0.000000,low
environmental_instability,temperament,0.000000,low
environmental_instability,therapeutic_activity,0.000000,low
environmental_instability,time_demands,0.000000,low
environmental_instability,time_management,0.000000,low
environmental_instability,trauma,0.000705,low
environmental_instability,travel,0.000000,low
environmental_instability,trust_issues,0.001268,low
environmental_instability,uncertainty,0.000000,low
environmental_instability,unhealthy_coping,0.000000,low
environmental_instability,unpredictable_outbursts,0.000000,low
environmental_instability,unrealistic_expectations,0.000000,low
environmental_instability,unsafe_environment,0.000000,low
environmental_instability,unstable_emotional_state,0.000000,low
environmental_instability,upbringing_influence_on_mood,0.000000,low
environmental_instability,vivid_memories,0.000000,low
environmental_instability,void_left_by_childhood,0.000000,low
environmental_instability,volatility,0.000000,low
environmental_instability,vulnerability,0.000000,low
environmental_instability,work_family_obligations,0.000000,low
environmental_instability,work_performance,0.000000,low
environmental_instability,workplace_friction,0.000000,low
environmental_instability,yoga_practice,0.000000,low
environmental_safety,adult_pressure,0.000000,low
environmental_safety,adverse_childhood_experiences,0.000668,low
environmental_safety,adverse_environmental_factors,0.000000,low
environmental_safety,adversity,0.000000,low
environmental_safety,analytical_thinking,0.000000,low
environmental_safety,anger,0.000000,low
environmental_safety,anxiety,0.000000,low
environmental_safety,anxiety_aftermath,0.000000,low
environmental_safety,anxiety_in_adult_relationships,0.000000,low
environmental_safety,atmosphere_management,0.000000,low
environmental_safety,avoidance,0.000000,low
environmental_safety,basic_security,0.000000,low
environmental_safety,behavioral_adjustment,0.000000,low
environmental_safety,budget_management,0.000000,low
environmental_safety,burden_absorption,0.000000,low
environmental_safety,burnout,0.000000,low
environmental_safety,capacity_to_engage,0.000000,low
environmental_safety,career_demands,0.000000,low
environmental_safety,career_progress,0.000000,low
environmental_safety,career_stress,0.000000,low
environmental_safety,chaos_at_home,0.000000,low
environmental_safety,chronic_stress,0.000000,low
environmental_safety,conflict_avoidance,0.000000,low
environmental_safety,contentment,0.000000,low
environmental_safety,control,0.000000,low
environmental_safety,coping_mechanism,0.000000,low
environmental_safety,creative_activity,0.000000,low
environmental_safety,crisis_anticipation,0.000000,low
environmental_safety,crisis_management,0.000000,low
environmental_safety,daily_grind,0.000000,low
environmental_safety,daily_life_balance,0.000000,low
environmental_safety,daily_routine,0.000000,low
environmental_safety,defensiveness,0.000000,low
environmental_safety,demands,0.000000,low
environmental_safety,demands_persistence,0.000000,low
environmental_safety,depression,0.000000,low
environmental_safety,desire_for_safety,0.000000,low
environmental_safety,desire_to_engage,0.000000,low
environmental_safety,dietary_changes,0.000000,low
environmental_safety,difficulty_functioning,0.000000,low
environmental_safety,difficulty_pivoting_attention,0.000000,low
environmental_safety,difficulty_self_regulation,0.000000,low
environmental_safety,disconnection_from_past_self,0.000000,low
environmental_safety,disconnection_from_world,0.000000,low
environmental_safety,distraction,0.000000,low
environmental_safety,eating_habits,0.000000,low
environmental_safety,embarrassment,0.000000,low
environmental_safety,emotional_bracing,0.000000,low
environmental_safety,emotional_breakdown,0.000000,low
environmental_safety,emotional_capacity,0.000000,low
environmental_safety,emotional_carryover,0.000000,low
environmental_safety,emotional_cycle,0.000000,low
environmental_safety,emotional_disconnection,0.000000,low
environmental_safety,emotional_distress,0.000000,low
environmental_safety,emotional_dysregulation,0.000000,low
environmental_safety,emotional_emptiness,0.000000,low
environmental_safety,emotional_energy,0.000000,low
environmental_safety,emotional_exhaustion,0.000000,low
environmental_safety,emotional_guardedness,0.000000,low
environmental_safety,emotional_heaviness,0.000000,low
environmental_safety,emotional_insecurity,0.000000,low
environmental_safety,emotional_instability,0.000000,low
environmental_safety,emotional_intensity,0.000000,low
environmental_safety,emotional_management,0.000000,low
environmental_safety,emotional_overwhelm,0.000000,low
environmental_safety,emotional_persistence,0.000000,low
environmental_safety,emotional_protection,0.000000,low
environmental_safety,emotional_reactivity,0.000000,low
environmental_safety,emotional_recovery,0.000000,low
environmental_safety,emotional_resilience,0.000000,low
environmental_safety,emotional_safety,0.000000,low
environmental_safety,emotional_scarring,0.000000,low
environmental_safety,emotional_shutdown,0.000000,low
environmental_safety,emotional_stability,0.000000,low
environmental_safety,emotional_struggle,0.000000,low
environmental_safety,emotional_suppression,0.000000,low
environmental_safety,emotional_tension,0.000000,low
environmental_safety,emotional_triggers,0.000000,low
environmental_safety,emotional_unsettledness,0.000000,low
environmental_safety,energy_depletion,0.000000,low
environmental_safety,energy_expenditure,0.000000,low
environmental_safety,energy_level,0.000000,low
environmental_safety,engagement_effort_aversion,0.000000,low
environmental_safety,engagement_in_hobbies,0.000000,low
environmental_safety,engagement_with_world,0.000000,low
environmental_safety,environmental_change,0.000000,low
environmental_safety,environmental_control,0.000000,low
environmental_safety,environmental_disruption,0.000000,low
environmental_safety,environmental_instability,0.000000,low
environmental_safety,environmental_scanning,0.000000,low
environmental_safety,environmental_stress,0.000000,low
environmental_safety,environmental_unsafety,0.000000,low
environmental_safety,exercise_routine,0.000000,low
environmental_safety,exhaustion,0.000000,low
environmental_safety,external_demands,0.000000,low
environmental_safety,external_pressure,0.000000,low
environmental_safety,family_support,0.000000,low
environmental_safety,fear,0.000000,low
environmental_safety,fear_of_abandonment,0.000000,low
environmental_safety,fear_of_chaos,0.000000,low
environmental_safety,fear_of_failure,0.000000,low
environmental_safety,fear_of_triggering_others,0.000000,low
environmental_safety,fear_of_vulnerability,0.000000,low
environmental_safety,feeling_trapped,0.000000,low
environmental_safety,feeling_unsafe,0.000000,low
environmental_safety,feeling_unsupported,0.000000,low
environmental_safety,financial_stress,0.000000,low
environmental_safety,focus,0.000000,low
environmental_safety,functional_impairment,0.000000,low
environmental_safety,gardening_hobby,0.000000,low
environmental_safety,geographic_location,0.000000,low
environmental_safety,geographic_relocation,0.000000,low
environmental_safety,health_consciousness,0.000000,low
environmental_safety,high_alert_state,0.001413,low
environmental_safety,home_environmental_stress,0.000000,low
environmental_safety,hopelessness,0.000000,low
environmental_safety,impulsivity,0.000000,low
environmental_safety,independent_living,0.000000,low
environmental_safety,insecurity,0.000000,low
environmental_safety,instability,0.000000,low
environmental_safety,instability_in_early_years,0.000000,low
environmental_safety,internal_alarm_management,0.000000,low
environmental_safety,internal_conflict,0.000000,low
environmental_safety,internal_instability,0.000000,low
environmental_safety,internal_map,0.000000,low
environmental_safety,internal_momentum,0.000000,low
environmental_safety,internal_noise,0.000000,low
environmental_safety,internal_restlessness,0.000000,low
environmental_safety,internal_strain,0.000000,low
environmental_safety,internalized_negativity,0.000000,low
environmental_safety,internalized_threat_response,0.000000,low
environmental_safety,intrusive_thoughts,0.000000,low
environmental_safety,lack_of_control,0.000000,low
environmental_safety,lack_of_peace,0.000000,low
environmental_safety,lack_of_purpose,0.000000,low
environmental_safety,lack_of_safety,0.000000,low
environmental_safety,life_changes,0.000000,low
environmental_safety,life_demand_balance,0.000000,low
environmental_safety,life_demands,0.000000,low
environmental_safety,life_stress,0.000000,low
environmental_safety,living_situation,0.000000,low
environmental_safety,loneliness,0.000000,low
environmental_safety,loss_of_balance,0.000000,low
environmental_safety,loss_of_control,0.000000,low
environmental_safety,loss_of_drive,0.000000,low
environmental_safety,loss_of_emotional_control,0.000000,low
environmental_safety,loss_of_energy,0.000000,low
environmental_safety,loss_of_interest,0.000000,low
environmental_safety,low_energy,0.000000,low
environmental_safety,marital_tension,0.000000,low
environmental_safety,mental_demands,0.000000,low
environmental_safety,mental_distraction,0.000000,low
environmental_safety,mental_focus,0.000000,low
environmental_safety,mental_load,0.000000,low
environmental_safety,mental_looping,0.000000,low
environmental_safety,mental_preoccupation,0.000000,low
environmental_safety,mental_rehearsal,0.000000,low
environmental_safety,mental_repetition,0.000000,low
environmental_safety,mental_rumination,0.000000,low
environmental_safety,mental_struggle,0.000000,low
environmental_safety,mental_volatility,0.000000,low
environmental_safety,need_for_control,0.000000,low
environmental_safety,need_for_safety,0.000000,low
environmental_safety,need_for_security,0.000000,low
environmental_safety,negative_interactions,0.000000,low
environmental_safety,negative_outlook_on_future,0.000000,low
environmental_safety,negative_thought_patterns,0.000000,low
environmental_safety,new_environment,0.000000,low
environmental_safety,obligation_overload,0.000000,low
environmental_safety,obligations,0.000000,low
environmental_safety,obsessive_behavior,0.000000,low
environmental_safety,obsessive_thinking,0.000000,low
environmental_safety,occupation,0.000000,low
environmental_safety,operating_capacity,0.000000,low
environmental_safety,painting,0.000000,low
environmental_safety,painting_miniatures,0.000000,low
environmental_safety,parental_volatility,0.000000,low
environmental_safety,past_shaping_present,0.000000,low
environmental_safety,past_trauma,0.000000,low
environmental_safety,patterned_behavior,0.000000,low
environmental_safety,peace,0.000000,low
environmental_safety,perceived_current_environment,0.000000,low
environmental_safety,perceived_failure,0.000000,low
environmental_safety,perceived_lack_of_control,0.000000,low
environmental_safety,perceived_progress_towards_goals,0.000000,low
environmental_safety,perception_of_world,0.000000,low
environmental_safety,perfectionism,0.000000,low
environmental_safety,permanent_tension,0.000000,low
environmental_safety,perpetual_strain,0.000000,low
environmental_safety,persistence,0.000000,low
environmental_safety,persistent_anxiety,0.000000,low
environmental_safety,persistent_sense_of_instability,0.000000,low
environmental_safety,persistent_weight,0.000000,low
environmental_safety,pessimistic_expectations,0.000000,low
environmental_safety,physical_health,0.000000,low
environmental_safety,physical_sensation_of_anxiety,0.000000,low
environmental_safety,physical_symptoms,0.000000,low
environmental_safety,planning_ineffectiveness,0.000000,low
environmental_safety,poor_social_connections,0.000000,low
environmental_safety,poor_work_life_balance,0.000000,low
environmental_safety,pottery_hobby,0.000000,low
environmental_safety,powerlessness,0.000000,low
environmental_safety,preference_for_alone_time,0.000000,low
environmental_safety,preoccupation_with_past,0.000000,low
environmental_safety,pressure_handling_difficulty,0.000000,low
environmental_safety,pressure_sensitivity,0.000000,low
environmental_safety,productivity,0.000000,low
environmental_safety,projected_calm,0.000000,low
environmental_safety,reactive_behavior,0.000000,low
environmental_safety,reflective_thinking,0.000000,low
environmental_safety,regret,0.000000,low
environmental_safety,relationship_stress,0.000000,low
environmental_safety,relaxation,0.000000,low
environmental_safety,relaxation_ability,0.000000,low
environmental_safety,relaxation_difficulty,0.000000,low
environmental_safety,residential_location,0.000000,low
environmental_safety,responsibility,0.000000,low
environmental_safety,restlessness,0.000000,low
environmental_safety,rigid_control,0.000000,low
environmental_safety,role_playing,0.000000,low
environmental_safety,sadness,0.000000,low
environmental_safety,safety_perspective,0.000000,low
environmental_safety,schedule_management,0.000000,low
environmental_safety,security,0.000000,low
environmental_safety,security_concerns,0.000000,low
environmental_safety,security_insecurity,0.000000,low
environmental_safety,security_need,0.000000,low
environmental_safety,self_care,0.000000,low
environmental_safety,self_care_activity,0.000000,low
environmental_safety,self_care_effort,0.000000,low
environmental_safety,self_care_efforts,0.000000,low
environmental_safety,self_control_difficulty,0.000000,low
environmental_safety,self_criticism,0.000000,low
environmental_safety,self_distancing,0.000000,low
environmental_safety,self_distraction,0.000000,low
environmental_safety,self_focus,0.000000,low
environmental_safety,self_identification_with_past_patterns,0.000000,low
environmental_safety,self_management,0.000000,low
environmental_safety,self_perceived_failure,0.000000,low
environmental_safety,self_protection,0.000000,low
environmental_safety,self_protection_patterns,0.000000,low
environmental_safety,self_recognition,0.000000,low
environmental_safety,self_reconciliation,0.000000,low
environmental_safety,self_reflection,0.000000,low
environmental_safety,self_reliance,0.000000,low
environmental_safety,self_sabotaging_behavior,0.000000,low
environmental_safety,sense_of_security,0.000000,low
environmental_safety,sleep_deprivation,0.000000,low
environmental_safety,sleep_disturbance,0.000000,low
environmental_safety,sleep_quality,0.000000,low
environmental_safety,social_anxiety,0.000000,low
environmental_safety,social_commitment,0.000000,low
environmental_safety,social_concealment,0.000000,low
environmental_safety,social_connection,0.000000,low
environmental_safety,social_interaction_impact,0.000000,low
environmental_safety,social_isolation,0.000000,low
environmental_safety,stability,0.000000,low
environmental_safety,stress,0.000000,low
environmental_safety,struggle_to_find_peace,0.000000,low
environmental_safety,struggle_with_contentment,0.000000,low
environmental_safety,struggle_with_peace,0.000000,low
environmental_safety,struggle_with_purpose,0.000000,low
environmental_safety,survival_mode,0.000104,low
environmental_safety,survival_pattern,0.000000,low
environmental_safety,task_focus,0.000000,low
environmental_safety,temperament,0.000000,low
environmental_safety,therapeutic_activity,0.000000,low
environmental_safety,time_demands,0.000000,low
environmental_safety,time_management,0.000000,low
environmental_safety,trauma,0.000000,low
environmental_safety,travel,0.000000,low
environmental_safety,trust_issues,0.000000,low
environmental_safety,uncertainty,0.000000,low
environmental_safety,unhealthy_coping,0.000000,low
environmental_safety,unpredictable_outbursts,0.000000,low
environmental_safety,unrealistic_expectations,0.000000,low
environmental_safety,unsafe_environment,0.000000,low
environmental_safety,unstable_emotional_state,0.000000,low
environmental_safety,upbringing_influence_on_mood,0.000000,low
environmental_safety,vivid_memories,0.000000,low
environmental_safety,void_left_by_childhood,0.000000,low
environmental_safety,volatility,0.000000,low
environmental_safety,vulnerability,0.000000,low
environmental_safety,work_family_obligations,0.000000,low
environmental_safety,work_performance,0.000000,low
environmental_safety,workplace_friction,0.000000,low
environmental_safety,yoga_practice,0.000000,low
environmental_scanning,adult_pressure,0.000000,low
environmental_scanning,adverse_childhood_experiences,0.000000,low
environmental_scanning,adverse_environmental_factors,0.000000,low
environmental_scanning,adversity,0.000000,low
environmental_scanning,analytical_thinking,0.000000,low
environmental_scanning,anger,0.000000,low
environmental_scanning,anxiety,0.000000,low
environmental_scanning,anxiety_aftermath,0.000000,low
environmental_scanning,anxiety_in_adult_relationships,0.000000,low
environmental_scanning,atmosphere_management,0.000000,low
environmental_scanning,avoidance,0.000000,low
environmental_scanning,basic_security,0.000000,low
environmental_scanning,behavioral_adjustment,0.000000,low
environmental_scanning,budget_management,0.000000,low
environmental_scanning,burden_absorption,0.000000,low
environmental_scanning,burnout,0.000000,low
environmental_scanning,capacity_to_engage,0.000000,low
environmental_scanning,career_demands,0.000000,low
environmental_scanning,career_progress,0.000000,low
environmental_scanning,career_stress,0.000000,low
environmental_scanning,chaos_at_home,0.000000,low
environmental_scanning,chronic_stress,0.000000,low
environmental_scanning,conflict_avoidance,0.000000,low
environmental_scanning,contentment,0.000000,low
environmental_scanning,control,0.000000,low
environmental_scanning,coping_mechanism,0.000000,low
environmental_scanning,creative_activity,0.000000,low
environmental_scanning,crisis_anticipation,0.000000,low
environmental_scanning,crisis_management,0.000000,low
environmental_scanning,daily_grind,0.000000,low
environmental_scanning,daily_life_balance,0.000000,low
environmental_scanning,daily_routine,0.000000,low
environmental_scanning,defensiveness,0.000000,low
environmental_scanning,demands,0.000000,low
environmental_scanning,demands_persistence,0.000000,low
environmental_scanning,depression,0.000000,low
environmental_scanning,desire_for_safety,0.000000,low
environmental_scanning,desire_to_engage,0.000000,low
environmental_scanning,dietary_changes,0.000000,low
environmental_scanning,difficulty_functioning,0.000000,low
environmental_scanning,difficulty_pivoting_attention,0.000000,low
environmental_scanning,difficulty_self_regulation,0.000000,low
environmental_scanning,disconnection_from_past_self,0.000000,low
environmental_scanning,disconnection_from_world,0.000000,low
environmental_scanning,distraction,0.000000,low
environmental_scanning,eating_habits,0.000000,low
environmental_scanning,embarrassment,0.000000,low
environmental_scanning,emotional_bracing,0.000000,low
environmental_scanning,emotional_breakdown,0.000000,low
environmental_scanning,emotional_capacity,0.000000,low
environmental_scanning,emotional_carryover,0.000000,low
environmental_scanning,emotional_cycle,0.000000,low
environmental_scanning,emotional_disconnection,0.000000,low
environmental_scanning,emotional_distress,0.000000,low
environmental_scanning,emotional_dysregulation,0.000000,low
environmental_scanning,emotional_emptiness,0.000000,low
environmental_scanning,emotional_energy,0.000000,low
environmental_scanning,emotional_exhaustion,0.000715,low
environmental_scanning,emotional_guardedness,0.000000,low
environmental_scanning,emotional_heaviness,0.000000,low
environmental_scanning,emotional_insecurity,0.000000,low
environmental_scanning,emotional_instability,0.000000,low
environmental_scanning,emotional_intensity,0.000000,low
environmental_scanning,emotional_management,0.000000,low
environmental_scanning,emotional_overwhelm,0.000000,low
environmental_scanning,emotional_persistence,0.000000,low
environmental_scanning,emotional_protection,0.000000,low
environmental_scanning,emotional_reactivity,0.000000,low
environmental_scanning,emotional_recovery,0.000000,low
environmental_scanning,emotional_resilience,0.000000,low
environmental_scanning,emotional_safety,0.000000,low
environmental_scanning,emotional_scarring,0.000000,low
environmental_scanning,emotional_shutdown,0.000000,low
environmental_scanning,emotional_stability,0.000000,low
environmental_scanning,emotional_struggle,0.000000,low
environmental_scanning,emotional_suppression,0.000000,low
environmental_scanning,emotional_tension,0.000000,low
environmental_scanning,emotional_triggers,0.000000,low
environmental_scanning,emotional_unsettledness,0.000000,low
environmental_scanning,energy_depletion,0.000000,low
environmental_scanning,energy_expenditure,0.000000,low
environmental_scanning,energy_level,0.000000,low
environmental_scanning,engagement_effort_aversion,0.000000,low
environmental_scanning,engagement_in_hobbies,0.000000,low
environmental_scanning,engagement_with_world,0.000000,low
environmental_scanning,environmental_change,0.000000,low
environmental_scanning,environmental_control,0.000000,low
environmental_scanning,environmental_disruption,0.000000,low
environmental_scanning,environmental_instability,0.000000,low
environmental_scanning,environmental_safety,0.000000,low
environmental_scanning,environmental_stress,0.000000,low
environmental_scanning,environmental_unsafety,0.000000,low
environmental_scanning,exercise_routine,0.000000,low
environmental_scanning,exhaustion,0.000000,low
environmental_scanning,external_demands,0.000000,low
environmental_scanning,external_pressure,0.000000,low
environmental_scanning,family_support,0.000000,low
environmental_scanning,fear,0.000000,low
environmental_scanning,fear_of_abandonment,0.000000,low
environmental_scanning,fear_of_chaos,0.000000,low
environmental_scanning,fear_of_failure,0.000000,low
environmental_scanning,fear_of_triggering_others,0.000000,low
environmental_scanning,fear_of_vulnerability,0.000000,low
environmental_scanning,feeling_trapped,0.000000,low
environmental_scanning,feeling_unsafe,0.000000,low
environmental_scanning,feeling_unsupported,0.000000,low
environmental_scanning,financial_stress,0.000000,low
environmental_scanning,focus,0.000000,low
environmental_scanning,functional_impairment,0.000000,low
environmental_scanning,gardening_hobby,0.000000,low
environmental_scanning,geographic_location,0.000000,low
environmental_scanning,geographic_relocation,0.000000,low
environmental_scanning,health_consciousness,0.000000,low
environmental_scanning,high_alert_state,0.000000,low
environmental_scanning,home_environmental_stress,0.000000,low
environmental_scanning,hopelessness,0.000000,low
environmental_scanning,impulsivity,0.000000,low
environmental_scanning,independent_living,0.000000,low
environmental_scanning,insecurity,0.000000,low
environmental_scanning,instability,0.000000,low
environmental_scanning,instability_in_early_years,0.000000,low
environmental_scanning,internal_alarm_management,0.000000,low
environmental_scanning,internal_conflict,0.000000,low
environmental_scanning,internal_instability,0.000000,low
environmental_scanning,internal_map,0.000000,low
environmental_scanning,internal_momentum,0.000000,low
environmental_scanning,internal_noise,0.000000,low
environmental_scanning,internal_restlessness,0.000000,low
environmental_scanning,internal_strain,0.000000,low
environmental_scanning,internalized_negativity,0.000000,low
environmental_scanning,internalized_threat_response,0.000000,low
environmental_scanning,intrusive_thoughts,0.000000,low
environmental_scanning,lack_of_control,0.000000,low
environmental_scanning,lack_of_peace,0.000000,low
environmental_scanning,lack_of_purpose,0.000000,low
environmental_scanning,lack_of_safety,0.000000,low
environmental_scanning,life_changes,0.000000,low
environmental_scanning,life_demand_balance,0.000000,low
environmental_scanning,life_demands,0.000000,low
environmental_scanning,life_stress,0.000000,low
environmental_scanning,living_situation,0.000000,low
environmental_scanning,loneliness,0.000000,low
environmental_scanning,loss_of_balance,0.000000,low
environmental_scanning,loss_of_control,0.000000,low
environmental_scanning,loss_of_drive,0.000000,low
environmental_scanning,loss_of_emotional_control,0.000000,low
environmental_scanning,loss_of_energy,0.000000,low
environmental_scanning,loss_of_interest,0.000000,low
environmental_scanning,low_energy,0.000000,low
environmental_scanning,marital_tension,0.000000,low
environmental_scanning,mental_demands,0.000000,low
environmental_scanning,mental_distraction,0.000000,low
environmental_scanning,mental_focus,0.000000,low
environmental_scanning,mental_load,0.000000,low
environmental_scanning,mental_looping,0.000000,low
environmental_scanning,mental_preoccupation,0.000000,low
environmental_scanning,mental_rehearsal,0.000000,low
environmental_scanning,mental_repetition,0.000000,low
environmental_scanning,mental_rumination,0.000000,low
environmental_scanning,mental_struggle,0.000000,low
environmental_scanning,mental_volatility,0.000000,low
environmental_scanning,need_for_control,0.000000,low
environmental_scanning,need_for_safety,0.000000,low
environmental_scanning,need_for_security,0.000000,low
environmental_scanning,negative_interactions,0.000000,low
environmental_scanning,negative_outlook_on_future,0.000000,low
environmental_scanning,negative_thought_patterns,0.000000,low
environmental_scanning,new_environment,0.000000,low
environmental_scanning,obligation_overload,0.000000,low
environmental_scanning,obligations,0.000000,low
environmental_scanning,obsessive_behavior,0.000000,low
environmental_scanning,obsessive_thinking,0.000000,low
environmental_scanning,occupation,0.000000,low
environmental_scanning,operating_capacity,0.000000,low
environmental_scanning,painting,0.000000,low
environmental_scanning,painting_miniatures,0.000000,low
environmental_scanning,parental_volatility,0.000000,low
environmental_scanning,past_shaping_present,0.000000,low
environmental_scanning,past_trauma,0.000000,low
environmental_scanning,patterned_behavior,0.000000,low
environmental_scanning,peace,0.000000,low
environmental_scanning,perceived_current_environment,0.000000,low
environmental_scanning,perceived_failure,0.000000,low
environmental_scanning,perceived_lack_of_control,0.000000,low
environmental_scanning,perceived_progress_towards_goals,0.000000,low
environmental_scanning,perception_of_world,0.000000,low
environmental_scanning,perfectionism,0.000000,low
environmental_scanning,permanent_tension,0.000000,low
environmental_scanning,perpetual_strain,0.000000,low
environmental_scanning,persistence,0.000000,low
environmental_scanning,persistent_anxiety,0.000000,low
environmental_scanning,persistent_sense_of_instability,0.000000,low
environmental_scanning,persistent_weight,0.000000,low
environmental_scanning,pessimistic_expectations,0.000000,low
environmental_scanning,physical_health,0.000000,low
environmental_scanning,physical_sensation_of_anxiety,0.000000,low
environmental_scanning,physical_symptoms,0.000000,low
environmental_scanning,planning_ineffectiveness,0.000000,low
environmental_scanning,poor_social_connections,0.000000,low
environmental_scanning,poor_work_life_balance,0.000000,low
environmental_scanning,pottery_hobby,0.000000,low
environmental_scanning,powerlessness,0.000000,low
environmental_scanning,preference_for_alone_time,0.000000,low
environmental_scanning,preoccupation_with_past,0.000000,low
environmental_scanning,pressure_handling_difficulty,0.000000,low
environmental_scanning,pressure_sensitivity,0.000000,low
environmental_scanning,productivity,0.000000,low
environmental_scanning,projected_calm,0.000000,low
environmental_scanning,reactive_behavior,0.000000,low
environmental_scanning,reflective_thinking,0.000000,low
environmental_scanning,regret,0.000000,low
environmental_scanning,relationship_stress,0.000000,low
environmental_scanning,relaxation,0.000000,low
environmental_scanning,relaxation_ability,0.000000,low
environmental_scanning,relaxation_difficulty,0.000000,low
environmental_scanning,residential_location,0.000000,low
environmental_scanning,responsibility,0.000000,low
environmental_scanning,restlessness,0.000000,low
environmental_scanning,rigid_control,0.000000,low
environmental_scanning,role_playing,0.000000,low
environmental_scanning,sadness,0.000000,low
environmental_scanning,safety_perspective,0.000000,low
environmental_scanning,schedule_management,0.000000,low
environmental_scanning,security,0.000000,low
environmental_scanning,security_concerns,0.000000,low
environmental_scanning,security_insecurity,0.000000,low
environmental_scanning,security_need,0.000000,low
environmental_scanning,self_care,0.000000,low
environmental_scanning,self_care_activity,0.000000,low
environmental_scanning,self_care_effort,0.000000,low
environmental_scanning,self_care_efforts,0.000000,low
environmental_scanning,self_control_difficulty,0.000000,low
environmental_scanning,self_criticism,0.000000,low
environmental_scanning,self_distancing,0.000000,low
environmental_scanning,self_distraction,0.000000,low
environmental_scanning,self_focus,0.000000,low
environmental_scanning,self_identification_with_past_patterns,0.000000,low
environmental_scanning,self_management,0.000000,low
environmental_scanning,self_perceived_failure,0.000000,low
environmental_scanning,self_protection,0.000000,low
environmental_scanning,self_protection_patterns,0.000000,low
environmental_scanning,self_recognition,0.000000,low
environmental_scanning,self_reconciliation,0.000000,low
environmental_scanning,self_reflection,0.000000,low
environmental_scanning,self_reliance,0.000000,low
environmental_scanning,self_sabotaging_behavior,0.000000,low
environmental_scanning,sense_of_security,0.000000,low
environmental_scanning,sleep_deprivation,0.000000,low
environmental_scanning,sleep_disturbance,0.000000,low
environmental_scanning,sleep_quality,0.000000,low
environmental_scanning,social_anxiety,0.000000,low
environmental_scanning,social_commitment,0.000000,low
environmental_scanning,social_concealment,0.000000,low
environmental_scanning,social_connection,0.000000,low
environmental_scanning,social_interaction_impact,0.000000,low
environmental_scanning,social_isolation,0.000000,low
environmental_scanning,stability,0.000000,low
environmental_scanning,stress,0.000000,low
environmental_scanning,struggle_to_find_peace,0.000000,low
environmental_scanning,struggle_with_contentment,0.000000,low
environmental_scanning,struggle_with_peace,0.000000,low
environmental_scanning,struggle_with_purpose,0.000000,low
environmental_scanning,survival_mode,0.000000,low
environmental_scanning,survival_pattern,0.000000,low
environmental_scanning,task_focus,0.000000,low
environmental_scanning,temperament,0.000000,low
environmental_scanning,therapeutic_activity,0.000000,low
environmental_scanning,time_demands,0.000000,low
environmental_scanning,time_management,0.000000,low
environmental_scanning,trauma,0.000000,low
environmental_scanning,travel,0.000000,low
environmental_scanning,trust_issues,0.000000,low
environmental_scanning,uncertainty,0.000000,low
environmental_scanning,unhealthy_coping,0.000000,low
environmental_scanning,unpredictable_outbursts,0.000000,low
environmental_scanning,unrealistic_expectations,0.000000,low
environmental_scanning,unsafe_environment,0.000000,low
environmental_scanning,unstable_emotional_state,0.000000,low
environmental_scanning,upbringing_influence_on_mood,0.000000,low
environmental_scanning,vivid_memories,0.000000,low
environmental_scanning,void_left_by_childhood,0.000000,low
environmental_scanning,volatility,0.000000,low
environmental_scanning,vulnerability,0.000000,low
environmental_scanning,work_family_obligations,0.000000,low
environmental_scanning,work_performance,0.000000,low
environmental_scanning,workplace_friction,0.000000,low
environmental_scanning,yoga_practice,0.000000,low
environmental_stress,adult_pressure,0.000000,low
environmental_stress,adverse_childhood_experiences,0.000000,low
environmental_stress,adverse_environmental_factors,0.000000,low
environmental_stress,adversity,0.000000,low
environmental_stress,analytical_thinking,0.000000,low
environmental_stress,anger,0.000000,low
environmental_stress,anxiety,0.000000,low
environmental_stress,anxiety_aftermath,0.000000,low
environmental_stress,anxiety_in_adult_relationships,0.000000,low
environmental_stress,atmosphere_management,0.000000,low
